"","Datum","Wochentag","Monat","Weihnachtsmarkt","Ferien","Ware_1","Ware_2","Ware_3","Ware_4","Ware_5","Ware_6","Gesamtumsatz","KielerWoche","Bewoelkung","Temperatur","Windgeschwindigkeit","Wettercode","Feiertag","vor_feiertag","nach_feiertag","Temperaturklassen"
"1024",2016-04-19,3,4,0,0,118.5480887,246.5490646,97.92791771,66.88798255,222.5459204,0,752.45897396,0,5,9.5,23,21,0,0,0,"kalt"
"2161",2019-05-31,6,5,0,1,215.454052,531.4180721,238.7030433,0,290.409849,0,1275.9850164,0,7,18.85,14,0,0,0,1,"normal"
"1969",2018-11-20,3,11,0,0,171.1801438,281.1912476,104.9012645,63.98533963,172.4564013,0,793.71439683,0,7,4.725,16,0,0,0,0,"kalt"
"1667",2018-01-22,2,1,0,0,137.9323316,194.0830183,106.6182529,76.69028117,205.2191917,0,720.54307567,0,7,0.675,7,77,0,0,0,"kalt"
"272",2014-03-29,7,3,0,0,201.442576,600.6363303,197.333675,55.45087242,422.2934481,112.9381762,1590.09507802,0,3,9.375,8,10,0,0,0,"kalt"
"1354",2017-03-15,4,3,0,0,92.62365988,241.207717,64.57803179,69.53645512,228.8795003,0,696.82536409,0,0,9.25,16,5,0,0,0,"kalt"
"14",2013-07-14,1,7,0,1,112.5243657,777.0488417,320.6268162,99.49353059,461.0821245,50.22661967,1821.00229836,0,5,17.6875,15,5,0,0,0,"normal"
"1881",2018-08-24,6,8,0,0,134.8130423,460.8316135,204.3412474,61.59605426,328.5563969,0,1190.13835436,0,5,17.1,15,61,0,0,0,"normal"
"890",2015-12-07,2,12,1,0,88.56258801,238.5878011,60.97505003,37.40605061,152.5097069,0,578.04119665,0,6,8.25,3,0,0,0,0,"kalt"
"123",2013-10-31,5,10,0,0,133.7235413,297.2511418,131.8880042,63.02324727,242.1528597,60.99348063,929.0322749,0,5,11.1625,13,21,1,0,0,"normal"
"1540",2017-09-17,1,9,0,0,82.01644481,459.0522669,195.7747329,66.86146637,371.90452,0,1175.60943098,0,7,15.25,7,61,0,0,0,"normal"
"1184",2016-09-26,2,9,0,0,100.6870074,288.9249726,100.656797,66.75880491,200.7295755,0,757.75715741,0,4,18.25,6,0,0,0,0,"normal"
"1317",2017-02-06,2,2,0,0,132.1774318,237.9595553,91.36226766,82.58571231,220.5745219,0,764.65948897,0,7,2.5,12,61,0,0,0,"kalt"
"816",2015-09-24,5,9,0,0,114.4298048,331.5044151,111.8202975,56.97145413,213.8127253,0,828.53869683,0,3,16,11,0,0,0,0,"normal"
"1089",2016-06-23,5,6,0,0,159.2298706,444.8564262,161.5843215,104.565249,231.2646727,0,1101.50054,1,5,27.875,8,0,0,0,0,"warm"
"640",2015-04-01,4,4,0,1,134.4252143,373.7241775,151.1096084,143.6182921,319.1862054,0,1122.0634977,0,4,5,24,22,0,0,0,"kalt"
"1309",2017-01-29,1,1,0,0,30.38652913,379.0729624,137.2108662,70.84957229,221.0196293,0,838.53955932,0,7,4.75,8,61,0,0,0,"kalt"
"830",2015-10-08,5,10,0,0,126.317035,322.6071127,137.7994938,78.2593412,279.2320599,0,944.2150426,0,7,11.875,5,10,0,0,0,"normal"
"408",2014-08-12,3,8,0,1,155.6330565,664.2408101,358.7294013,76.83148837,334.4290563,0,1589.86381257,0,5,16.9125,12,95,0,0,0,"normal"
"1498",2017-08-06,1,8,0,1,72.31227591,591.8090524,306.7889629,82.43983293,250.5807322,0,1303.93085634,0,3,18.5,13,21,0,0,0,"normal"
"2023",2019-01-13,1,1,0,0,47.46390995,395.2397876,164.9876296,79.28791609,319.4922503,0,1006.47149354,0,7,7.6875,20,61,0,0,0,"kalt"
"438",2014-09-11,5,9,0,0,165.1690516,438.9490193,160.6956658,109.9840207,279.5762293,0,1154.3739867,0,4,17.375,13,0,0,0,0,"normal"
"566",2015-01-17,7,1,0,0,115.0862088,447.6116928,144.6977619,66.50018002,382.8246114,0,1156.72045492,0,1,4.25,12,21,0,0,0,"kalt"
"261",2014-03-18,3,3,0,0,88.22504445,286.0187935,101.8170316,59.60915172,270.9771766,33.75573032,840.40292819,0,7,9.6875,16,21,0,0,0,"kalt"
"2055",2019-02-14,5,2,0,0,186.9344705,282.53854,131.9689087,65.34477853,310.4756475,0,977.26234523,0,3,7.4,10,10,0,0,0,"kalt"
"1304",2017-01-24,3,1,0,0,95.51046822,224.0084647,71.68366266,113.9664106,232.6186672,0,737.78767338,0,7,1.875,8,45,0,0,0,"kalt"
"234",2014-02-19,4,2,0,0,139.7129633,317.3005434,70.62490074,87.11354372,244.745194,73.86101976,933.35816492,0,7,6.325,8,61,0,0,0,"kalt"
"786",2015-08-25,3,8,0,1,117.1182637,470.2070328,229.9735155,111.5824292,324.4237391,0,1253.3049803,0,6,17.75,12,21,0,0,0,"normal"
"1552",2017-09-29,6,9,0,0,112.98522,294.8995308,113.0252549,70.17072529,183.336062,0,774.41679299,0,2,19.1,6,10,0,0,0,"normal"
"1750",2018-04-15,1,4,0,0,94.78049101,378.0323917,186.8857416,41.8883153,235.5564371,0,937.14337671,0,8,9.5375,7,61,0,0,0,"kalt"
"1491",2017-07-30,1,7,0,1,65.45327946,605.8050991,322.2501563,87.45655665,294.3037594,0,1375.26885091,0,5,24,11,61,0,0,0,"warm"
"1123",2016-07-27,4,7,0,1,159.9971225,599.4708008,296.7873176,108.2896737,274.0369192,0,1438.5818338,0,4,21.375,6,0,0,0,0,"warm"
"205",2014-01-21,3,1,0,0,116.7846,259.2721759,77.55535367,140.0503504,211.7860643,31.21118209,836.65972636,0,7,-0.65,7,77,0,0,0,"kalt"
"942",2016-01-28,5,1,0,0,124.5565696,236.1409681,69.5372349,85.01440329,244.4088123,0,759.65798819,0,5,6.75,16,21,0,0,0,"kalt"
"1412",2017-05-12,6,5,0,0,155.2681626,367.7505427,126.1433396,65.11833181,327.9940304,0,1042.27440711,0,7,12.75,13,61,0,0,0,"normal"
"1312",2017-02-01,4,2,0,0,66.56732559,239.5048403,58.22245249,136.703247,241.547252,0,742.54511738,0,7,1.125,8,20,0,0,0,"kalt"
"2123",2019-04-23,3,4,0,0,223.838376,446.8666386,188.0363616,0,231.4106425,0,1090.1520187,0,0,14.225,19,5,0,0,1,"normal"
"1566",2017-10-13,6,10,0,0,118.2924621,309.863349,132.7048041,54.00883918,228.2344194,0,843.10387378,0,6,14.1625,8,10,0,0,0,"normal"
"820",2015-09-28,2,9,0,0,110.3847543,337.1270142,119.0373764,134.7984123,248.7825458,0,950.130103,0,2,14.625,7,0,0,0,0,"normal"
"1236",2016-11-17,5,11,0,0,120.9997642,217.3534818,106.0926743,44.26043721,219.9336336,0,708.63999111,0,6,7.75,9,21,0,0,0,"kalt"
"1806",2018-06-10,1,6,0,0,98.57285776,493.2413336,215.850855,62.31283464,295.9730836,0,1165.9509646,0,7,19.1,8,61,0,0,0,"normal"
"1805",2018-06-09,7,6,0,0,196.7727659,569.5669544,258.6934229,111.4328366,327.6108792,0,1464.076859,0,6,22.1125,7,61,0,0,0,"warm"
"304",2014-04-30,4,4,0,1,168.4475834,440.7827839,154.4346452,48.21082854,324.6925367,34.38089082,1170.94926856,0,3,18,8,0,0,1,0,"normal"
"241",2014-02-26,4,2,0,0,95.01735661,311.3767042,128.531265,83.09566148,246.4062773,64.6372397,929.06450429,0,5,10.1875,8,0,0,0,0,"normal"
"237",2014-02-22,7,2,0,0,138.3335929,501.2886276,138.6092138,77.00506911,283.8574268,133.4992004,1272.59313061,0,7,5.925,11,21,0,0,0,"kalt"
"1864",2018-08-07,3,8,0,1,143.2211375,574.819107,308.5539087,89.93477914,246.6641761,0,1363.19310844,0,0,32.671428,7,0,0,0,0,"warm"
"2138",2019-05-08,4,5,0,0,118.7924756,293.5350106,101.8067017,0,262.0131049,0,776.1472928,0,6,12.8125,8,61,0,0,0,"normal"
"1728",2018-03-24,7,3,0,0,175.5338821,361.4172628,154.1109473,68.17149402,201.4900195,0,960.72360572,0,7,7.125,4,5,0,0,0,"kalt"
"236",2014-02-21,6,2,0,0,195.7495071,304.683846,108.854132,178.0173748,333.4136451,54.32295956,1175.04146456,0,7,7.5125,11,61,0,0,0,"kalt"
"1431",2017-05-31,4,5,0,0,128.0750868,312.9847523,137.5963141,90.77082207,250.9034816,0,920.33045687,0,5,15.5,18,5,0,0,0,"normal"
"1508",2017-08-16,4,8,0,1,126.0343113,469.9260638,223.3426634,118.9386643,251.9488404,0,1190.1905432,0,3,20.8625,8,0,0,0,0,"warm"
"1346",2017-03-07,3,3,0,0,100.1508738,220.9954362,83.42838497,143.7435299,221.0731276,0,769.39135247,0,7,1.75,7,20,0,0,0,"kalt"
"490",2014-11-02,1,11,0,0,99.288587,643.0774722,273.8307267,59.39386696,304.4049613,0,1379.99561416,0,3,15.375,10,21,0,0,0,"normal"
"698",2015-05-29,6,5,0,0,132.4256414,365.0879053,131.0508008,70.30724622,250.7642883,0,949.63588202,0,6,14.625,8,61,0,0,0,"normal"
"1678",2018-02-02,6,2,0,0,95.67376206,232.9582527,103.7076206,112.1547958,228.5912443,0,773.08567546,0,7,3.45,6,61,0,0,0,"kalt"
"1708",2018-03-04,1,3,0,0,71.44812548,355.4849938,152.8460416,55.07718287,286.9116738,0,921.76801755,0,5,-2.3125,10,77,0,0,0,"kalt"
"1334",2017-02-23,5,2,0,0,83.24194093,211.8234982,64.73236628,80.21530368,270.5031333,0,710.51624239,0,7,4.375,22,63,0,0,0,"kalt"
"938",2016-01-24,1,1,0,0,41.65313719,387.3242273,151.0682,65.75511837,265.9469105,0,911.74759336,0,7,5.125,7,10,0,0,0,"kalt"
"1999",2018-12-20,5,12,1,0,118.068868,284.8305719,81.83617709,79.66407173,214.4961442,0,778.89583292,0,7,4.8875,4,53,0,0,0,"kalt"
"513",2014-11-25,3,11,1,0,125.776456,296.6043316,162.1097215,85.58461246,247.0359218,0,917.11104336,0,0,6.875,4,0,0,0,0,"kalt"
"1447",2017-06-16,6,6,0,0,159.3860537,452.7981534,188.1899955,76.56955912,357.9914376,0,1234.93519932,0,5,17.375,20,21,0,0,0,"normal"
"1580",2017-10-27,6,10,0,1,176.8444442,362.4463748,158.9405471,77.29210095,270.124179,0,1045.64764605,0,4,11.95,13,0,0,0,0,"normal"
"464",2014-10-07,3,10,0,0,141.8588633,484.5785759,220.5414848,79.56126595,286.0423019,0,1212.58249185,0,7,13,10,65,0,0,0,"normal"
"1053",2016-05-18,4,5,0,0,124.0583977,374.1868767,112.5309979,83.94553942,300.0984194,0,994.82023112,0,5,16.75,7,0,0,0,0,"normal"
"2006",2018-12-27,5,12,0,1,145.8574459,471.0266668,165.2203919,49.53410215,273.0449912,0,1104.68359795,0,7,7.125,12,20,0,0,1,"kalt"
"2021",2019-01-11,6,1,0,0,145.981413,225.4196109,85.95103606,86.21401536,279.0845513,0,822.65062662,0,6,6.8625,15,61,0,0,0,"kalt"
"1860",2018-08-03,6,8,0,1,186.0746981,568.0458884,332.2956458,79.1704219,281.7286555,0,1447.3153097,0,1,27.6625,10,0,0,0,0,"warm"
"254",2014-03-11,3,3,0,0,151.2211688,264.3774673,118.4366434,86.75533241,257.8692231,53.33129981,931.99113482,0,0,7.85,9,0,0,0,0,"kalt"
"1550",2017-09-27,4,9,0,0,116.3794842,321.7285138,118.8490584,64.38100138,269.3238959,0,890.66195368,0,7,16.575,10,61,0,0,0,"normal"
"1244",2016-11-25,6,11,0,0,82.92379726,273.0121019,100.6901632,92.9288104,209.3769767,0,758.93184946,0,7,4,4,45,0,0,0,"kalt"
"1704",2018-02-28,4,2,0,0,98.76646624,214.9752453,87.40214531,77.42512376,229.4311983,0,708.00017891,0,5,-6.1375,16,5,0,0,0,"kalt"
"1742",2018-04-07,7,4,0,1,145.347521,383.9445894,159.8142741,72.55484039,222.5206151,0,984.18183999,0,0,14.75,9,5,0,0,0,"normal"
"1706",2018-03-02,6,3,0,0,101.7120811,216.1422518,105.9593625,96.43525842,235.8131079,0,756.06206172,0,6,-4.9625,15,71,0,0,0,"kalt"
"1036",2016-05-01,1,5,0,0,75.08556802,482.5783247,223.8027853,75.18650373,378.3697985,0,1235.02298025,0,0,10.75,9,0,1,0,0,"normal"
"1961",2018-11-12,2,11,0,0,132.7456705,235.4167584,73.09916358,60.60125011,160.2163865,0,662.07922909,0,7,10.5375,4,61,0,0,0,"normal"
"945",2016-01-31,1,1,0,0,52.05020974,382.1235337,116.0367897,75.40921152,266.1199251,0,891.73966976,0,6,4.125,13,61,0,0,0,"kalt"
"781",2015-08-20,5,8,0,1,136.5453035,504.0811477,238.0249362,48.5210229,336.1536597,0,1263.32607,0,1,20.375,8,10,0,0,0,"warm"
"901",2015-12-18,6,12,1,0,88.73194247,247.5657274,70.39189101,96.83363573,205.0702518,0,708.59344841,0,8,10.375,15,61,0,0,0,"normal"
"1811",2018-06-15,6,6,0,0,178.3588967,345.0173509,149.6251407,78.4984786,280.7043494,0,1032.2042163,0,4,19.2,7,0,0,0,0,"normal"
"2100",2019-03-31,1,3,0,0,74.82126584,525.4277469,299.7839992,108.8392648,298.4056807,0,1307.27795744,0,0,7.6625,13,5,0,0,0,"kalt"
"454",2014-09-27,7,9,0,0,139.1711638,474.8936481,210.2096958,161.6762015,291.6247122,0,1277.5754214,0,2,16.375,14,0,0,0,0,"normal"
"738",2015-07-08,4,7,0,0,102.3685109,406.1973725,192.6132474,103.7052193,299.2435507,0,1104.1279008,0,6,16.625,16,63,0,0,0,"normal"
"1266",2016-12-17,7,12,1,0,0,0,0,0,0,0,0,0,8,2.125,6,10,0,0,0,"kalt"
"1099",2016-07-03,1,7,0,0,69.22087256,549.8017081,198.5757248,85.28393739,318.0005004,0,1220.88274325,0,4,17.125,12,61,0,0,0,"normal"
"1080",2016-06-14,3,6,0,0,119.968462,306.1054751,100.9124922,101.4867455,213.1875336,0,841.6607084,0,7,16.5,8,61,0,0,0,"normal"
"43",2013-08-12,2,8,0,0,154.5047295,510.0191265,253.6233555,64.50225653,356.0263417,70.40790486,1409.08371459,0,7,16.45,11,63,0,0,0,"normal"
"2074",2019-03-05,3,3,0,0,111.238903,270.1899458,129.2440319,69.47330186,267.3320967,0,847.47827926,0,5,6.8875,17,61,0,0,0,"kalt"
"1635",2017-12-21,5,12,1,1,123.5109473,295.9833865,70.67737168,67.96610896,178.9491502,0,737.08696464,0,7,6.2375,10,21,0,0,0,"kalt"
"824",2015-10-02,6,10,0,0,135.2334415,354.7755073,106.5355772,57.76461212,240.1193616,0,894.42849972,0,2,15.375,7,10,0,1,0,"normal"
"166",2013-12-13,6,12,1,0,85.53249353,215.1024544,66.20560032,71.72958378,181.3649993,110.982692,730.91782333,0,7,3.5375,6,61,0,0,0,"kalt"
"359",2014-06-24,3,6,0,0,119.068456,508.6083221,193.6113139,80.74916129,293.5824538,0,1195.61970709,1,7,14.3625,7,21,0,0,0,"normal"
"70",2013-09-08,1,9,0,0,88.89259581,576.0406993,261.7239254,68.50949244,453.7923001,35.96570881,1484.92472186,0,7,20.1625,8,61,0,0,0,"warm"
"143",2013-11-20,4,11,0,0,124.3246124,254.568609,97.78928123,83.77873524,189.0932451,35.36299774,784.91748071,0,6,3.85,6,0,0,0,0,"kalt"
"1623",2017-12-09,7,12,1,0,109.5667009,337.9447631,128.712796,88.90798765,213.9928758,0,879.12512345,0,3,3.5125,10,61,0,0,0,"kalt"
"1618",2017-12-04,2,12,1,0,132.4055061,215.3596241,124.8853059,53.88759371,167.0730542,0,693.61108401,0,2,5.3375,12,0,0,0,0,"kalt"
"1493",2017-08-01,3,8,0,1,166.1354861,557.4708978,294.8727008,115.4249791,325.8642278,0,1459.7682916,0,6,21.375,7,21,0,0,0,"warm"
"812",2015-09-20,1,9,0,0,78.9831244,513.5303236,163.7526488,39.77439796,312.2903014,0,1108.33079616,0,3,15.625,15,21,0,0,0,"normal"
"1649",2018-01-04,5,1,0,1,136.5916195,277.5394476,102.5126548,64.95064308,231.0437777,0,812.63814268,0,6,5.5125,7,61,0,0,0,"kalt"
"568",2015-01-19,2,1,0,0,138.9354492,287.1284892,106.5225324,90.62343583,243.7506867,0,866.96059333,0,7,1,5,71,0,0,0,"kalt"
"1801",2018-06-05,3,6,0,0,149.0974286,356.7888122,104.7128092,54.04742181,246.3246967,0,910.97116851,0,0,19.7,10,5,0,0,0,"normal"
"1178",2016-09-20,3,9,0,0,147.0449409,328.4793957,131.2144011,82.15279972,298.7042453,0,987.59578272,0,5,17.5,8,0,0,0,0,"normal"
"402",2014-08-06,4,8,0,1,140.0032866,716.4770639,445.6012416,57.31425737,319.5691418,0,1678.96499127,0,0,22.825,10,0,0,0,0,"warm"
"627",2015-03-19,5,3,0,0,121.3519495,267.1794276,76.05564304,78.24741069,271.6323398,0,814.46677063,0,0,10.375,9,0,0,0,0,"normal"
"542",2014-12-24,4,12,0,1,289.7247069,477.6536623,100.7165135,127.095637,268.806966,0,1263.9974857,0,5,7.75,21,61,0,1,0,"kalt"
"970",2016-02-25,5,2,0,0,115.0558697,237.1555363,58.89333061,128.9307165,195.2614074,0,735.29686051,0,6,3.5,10,53,0,0,0,"kalt"
"215",2014-01-31,6,1,0,0,133.303479,286.654899,100.0118179,286.0016356,269.4943649,69.14239516,1144.60859156,0,8,-3.6875,7,10,0,0,0,"kalt"
"2134",2019-05-04,7,5,0,0,165.804182,508.6479442,222.011787,0,317.1694957,0,1213.6334089,0,5,7.3,15,61,0,0,0,"kalt"
"600",2015-02-20,6,2,0,0,117.2877039,313.9318745,106.0864546,95.53466885,265.7199105,0,898.56061235,0,8,3.875,11,71,0,0,0,"kalt"
"1397",2017-04-27,5,4,0,0,98.07151046,307.5301072,86.54144529,59.7710397,193.5719321,0,745.48603475,0,6,8.625,13,61,0,0,0,"kalt"
"1075",2016-06-09,5,6,0,0,176.6237057,346.8905631,114.0204911,125.2991331,249.9994096,0,1012.8333026,0,1,19.5,16,0,0,0,0,"normal"
"810",2015-09-18,6,9,0,0,142.7322708,352.7901809,130.1940814,76.18094773,320.3462644,0,1022.24374523,0,5,17.25,10,0,0,0,0,"normal"
"1858",2018-08-01,4,8,0,1,155.6670749,598.6903988,331.5654926,90.66269355,282.3355303,0,1458.92119015,0,0,23.7625,10,0,0,0,0,"warm"
"1259",2016-12-10,7,12,1,0,82.98654123,345.3011454,101.2933198,148.6112598,227.8746817,0,906.06694793,0,7,9.5,10,61,0,0,0,"kalt"
"2097",2019-03-28,5,3,0,0,149.7131686,275.6621258,150.8881082,81.31444716,248.2616058,0,905.83945556,0,8,10.7,9,0,0,0,0,"normal"
"1479",2017-07-18,3,7,0,0,123.6683092,498.2070679,210.035194,102.1691177,292.6470479,0,1226.7267367,0,5,18.75,7,0,0,0,0,"normal"
"1530",2017-09-07,5,9,0,0,144.5631784,364.5648696,154.4494858,98.03187134,286.7393074,0,1048.34871254,0,5,17.2875,16,21,0,0,0,"normal"
"1021",2016-04-16,7,4,0,0,154.3660889,343.7371143,163.804927,86.37676204,266.2688349,0,1014.55372714,0,6,12.75,15,53,0,0,0,"normal"
"596",2015-02-16,2,2,0,0,118.2554751,286.8884177,126.3262684,81.36574705,285.8362144,0,898.67212265,0,8,2,9,10,0,0,0,"kalt"
"325",2014-05-21,4,5,0,0,123.7544398,356.7272308,134.1079236,70.20992747,227.2567782,65.20224695,977.25854682,0,2,26.8625,8,0,0,0,0,"warm"
"601",2015-02-21,7,2,0,0,107.1741435,389.3889385,124.8176541,69.78732834,276.8123344,0,967.98039884,0,7,3.875,16,61,0,0,0,"kalt"
"1717",2018-03-13,3,3,0,0,126.3053958,239.5155906,102.4355367,65.49152257,197.9885232,0,731.73656887,0,7,4.2625,12,61,0,0,0,"kalt"
"268",2014-03-25,3,3,0,0,130.8283949,327.0705937,101.6271438,72.23963318,242.5828231,69.62179281,943.97038149,0,2,7.725,10,21,0,0,0,"kalt"
"224",2014-02-09,1,2,0,0,57.00748949,569.839112,160.7617981,84.34892373,363.1207816,94.43153262,1329.50963754,0,5,6.7125,15,63,0,0,0,"kalt"
"882",2015-11-29,1,11,1,0,58.32021958,481.3337737,114.0861418,48.1736557,286.5598244,0,988.47361518,0,7,8.25,15,63,0,0,0,"kalt"
"1993",2018-12-14,6,12,1,0,95.80104384,267.2639583,105.1760436,109.1871483,196.6518402,0,774.08003424,0,7,2.175,12,22,0,0,0,"kalt"
"959",2016-02-14,1,2,0,0,75.46690493,468.2752771,131.7273806,57.02264586,336.6588403,0,1069.15104879,0,8,2.875,20,61,0,0,0,"kalt"
"94",2013-10-02,4,10,0,0,196.7209692,423.6881735,156.465804,70.9668373,322.8803004,62.04554627,1232.76763067,0,1,12.7,10,0,0,1,0,"normal"
"1869",2018-08-12,1,8,0,1,74.01892,598.0515534,358.5649336,84.88316294,350.6129444,0,1466.13151434,0,7,18.375,9,61,0,0,0,"normal"
"60",2013-08-29,5,8,0,0,178.1780238,386.3902677,198.7764073,79.67169529,396.4546128,109.8276627,1349.29866959,0,3,20.2125,11,0,0,0,0,"warm"
"1467",2017-07-06,5,7,0,0,170.8024466,448.5182824,188.9177607,116.4483769,261.1287928,0,1185.8156594,0,0,18.375,8,0,0,0,0,"normal"
"58",2013-08-27,3,8,0,0,118.4736504,442.3183521,251.0530432,102.369989,305.7720044,98.55354954,1318.54058864,0,1,21.0875,12,0,0,0,0,"warm"
"432",2014-09-05,6,9,0,0,168.7989904,486.1203668,207.7958898,139.0766216,414.188448,0,1415.9803166,0,2,21.375,10,0,0,0,0,"warm"
"401",2014-08-05,3,8,0,1,158.4812039,686.6511187,368.1777637,173.2048218,309.3731132,0,1695.8880213,0,5,23.0875,10,0,0,0,0,"warm"
"489",2014-11-01,7,11,0,0,142.5070592,501.127171,266.5270794,76.61776034,355.9576449,0,1342.73671484,0,2,16.5,8,0,0,0,1,"normal"
"876",2015-11-23,2,11,1,0,154.7554939,252.7054658,80.84226942,57.25278647,219.5550336,0,765.11104919,0,4,3.125,8,0,0,0,0,"kalt"
"485",2014-10-28,3,10,0,0,136.0942687,467.6944137,271.4504022,76.75158406,307.1734027,0,1259.16407136,0,0,13.875,8,0,0,0,0,"normal"
"1110",2016-07-14,5,7,0,0,116.1261773,477.9046682,218.8016907,73.49694852,247.4132342,0,1133.74271892,0,7,16.375,12,53,0,0,0,"normal"
"1759",2018-04-24,3,4,0,0,97.02710236,227.7713639,85.09187521,52.46231429,175.7018077,0,638.05446346,0,5,12.0875,21,61,0,0,0,"normal"
"203",2014-01-19,1,1,0,0,53.00146718,519.7322577,201.9518192,112.8940639,284.6227386,50.38383098,1222.58617756,0,7,2.8625,19,10,0,0,0,"kalt"
"1755",2018-04-20,6,4,0,0,89.8024722,284.5560751,106.920285,48.22182438,182.1805866,0,711.68124328,0,0,24.375,13,0,0,0,0,"warm"
"2085",2019-03-16,7,3,0,0,123.529462,402.1089745,190.8518232,74.71492667,280.4467421,0,1071.65192847,0,7,5.5875,11,61,0,0,0,"kalt"
"1212",2016-10-24,2,10,0,1,101.614371,283.9002748,91.66134344,38.95284256,151.2916547,0,667.4204865,0,5,9.25,8,10,0,0,0,"kalt"
"1060",2016-05-25,4,5,0,0,114.4165696,275.3883969,93.5805023,125.628666,273.9269836,0,882.9411184,0,7,16.5,6,20,0,0,0,"normal"
"1226",2016-11-07,2,11,0,0,95.94290464,255.6483287,98.46156388,59.60247651,188.052534,0,697.70780773,0,7,3.5,14,61,0,0,0,"kalt"
"2143",2019-05-13,2,5,0,0,125.8011097,332.3661499,143.6724991,0,263.4361158,0,865.2758745,0,1,12.7125,11,5,0,0,0,"normal"
"2160",2019-05-30,5,5,0,0,85.14592979,577.0076831,278.0944579,0,358.5310717,0,1298.77914249,0,7,14.0125,9,61,1,0,0,"normal"
"955",2016-02-10,4,2,0,0,64.74824792,257.3306646,80.27378248,65.30282393,264.7254639,0,732.38098283,0,7,3.75,9,61,0,0,0,"kalt"
"447",2014-09-20,7,9,0,0,197.9590863,569.8259652,238.2299871,113.1310979,373.7421224,0,1492.8882589,0,3,19.375,7,10,0,0,0,"normal"
"1662",2018-01-17,4,1,0,0,99.92876614,214.4003105,77.18812038,172.9381122,199.7804379,0,764.23574712,0,6,1.8125,10,61,0,0,0,"kalt"
"394",2014-07-29,3,7,0,1,144.4550512,613.2068002,287.8947886,153.5731689,324.4275544,0,1523.5573633,0,0,25.35,10,0,0,0,0,"warm"
"1478",2017-07-17,2,7,0,0,158.9660942,487.24,210.5560632,88.66834921,308.7256871,0,1254.15619371,0,6,18.5,12,0,0,0,0,"normal"
"697",2015-05-28,5,5,0,0,113.8715968,340.514415,141.8383939,99.82100322,267.4539955,0,963.49940442,0,6,13.125,12,63,0,0,0,"normal"
"2139",2019-05-09,5,5,0,0,165.940484,339.6571982,114.5202502,0,223.1067833,0,843.2247157,0,6,15,7,61,0,0,0,"normal"
"1067",2016-06-01,4,6,0,0,89.32001845,329.6755926,102.6474832,94.65177097,238.8748786,0,855.16974382,0,4,21.75,16,0,0,0,0,"warm"
"984",2016-03-10,5,3,0,0,144.6709194,293.9088209,60.83414172,160.6570214,229.7604038,0,889.83130722,0,8,4.375,11,10,0,0,0,"kalt"
"199",2014-01-15,4,1,0,0,139.0425672,266.6882345,87.36646077,64.69068313,258.9913883,44.40332697,861.18266087,0,7,3.228571,7,28,0,0,0,"kalt"
"843",2015-10-21,4,10,0,1,112.5906288,394.5961288,165.7493503,106.6452353,301.5702477,0,1081.1515909,0,7,11.25,7,0,0,0,0,"normal"
"1955",2018-11-06,3,11,0,0,112.3964966,251.8129672,83.68896701,79.32852539,210.2855845,0,737.5125407,0,7,8.5375,5,45,0,0,0,"kalt"
"799",2015-09-07,2,9,0,0,153.007857,394.6448809,162.2016554,77.39600269,259.6066317,0,1046.85702769,0,0,17.25,12,0,0,0,0,"normal"
"1501",2017-08-09,4,8,0,1,138.4098532,502.947389,294.987095,119.7211596,275.2248267,0,1331.2903235,0,1,21.125,11,0,0,0,0,"warm"
"1030",2016-04-25,2,4,0,0,120.2968979,291.6646533,123.2748725,54.5981574,191.9050076,0,781.7395887,0,8,4.625,10,61,0,0,0,"kalt"
"274",2014-03-31,2,3,0,0,165.7820836,340.5193599,122.1580564,80.98773292,284.9165612,79.60040756,1073.96420158,0,7,7.4375,4,45,0,0,0,"kalt"
"20",2013-07-20,7,7,0,1,134.3280767,843.05128,394.7656747,99.33539081,346.1540043,65.06169033,1882.69611684,0,0,23.1875,8,0,0,0,0,"warm"
"364",2014-06-29,1,6,0,0,99.02482495,770.7006996,288.9607766,63.93966023,316.4834782,0,1539.10943958,1,7,17.3125,8,61,0,0,0,"normal"
"1473",2017-07-12,4,7,0,0,92.54538564,395.3719072,154.1452306,134.7909444,305.0869147,0,1081.94038254,0,7,14.75,12,61,0,0,0,"normal"
"2060",2019-02-19,3,2,0,0,109.2039844,222.150672,91.48448648,63.86742181,237.6560459,0,724.36261059,0,7,6.75,15,63,0,0,0,"kalt"
"853",2015-10-31,7,10,0,1,115.5090195,377.8016739,136.923512,75.83269656,292.7751212,0,998.84202316,0,1,11.75,9,10,1,0,0,"normal"
"1063",2016-05-28,7,5,0,0,80.63321697,475.9291539,247.0708373,63.40827121,294.4578863,0,1161.49936568,0,2,18.625,11,0,0,0,0,"normal"
"299",2014-04-25,6,4,0,1,103.6203959,456.4293965,166.5593131,85.48076798,289.3687855,36.85885963,1138.31751861,0,0,13.5625,12,0,0,0,0,"normal"
"499",2014-11-11,3,11,0,0,122.8850789,297.9769424,120.9019769,56.9193409,274.5673674,0,873.2507065,0,2,8.625,7,10,0,0,0,"kalt"
"721",2015-06-21,1,6,0,0,77.13543179,553.5991708,206.3477776,67.65120769,235.5146388,0,1140.24822668,1,6,15.75,6,0,0,0,0,"normal"
